,지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),적설(cm),지면온도(°C)
372,108,서울,2017-01-16 12:00,-1.3,,2.1,27,1.0,,12.9
373,108,서울,2017-01-16 13:00,0.7,,1.7,24,1.0,,15.6
374,108,서울,2017-01-16 14:00,2.3,,1.0,21,1.0,,16.7
375,108,서울,2017-01-16 15:00,3.0,,0.9,17,1.0,,12.4
376,108,서울,2017-01-16 16:00,3.0,,1.7,18,1.0,,7.8
377,108,서울,2017-01-16 17:00,2.2,,0.9,19,1.0,,-2.4
378,108,서울,2017-01-16 18:00,0.0,,2.1,25,0.3,,-3.9
379,108,서울,2017-01-16 19:00,-1.2,,1.4,30,,,-5.1
380,108,서울,2017-01-16 20:00,-2.2,,2.0,50,,,-5.5
381,108,서울,2017-01-16 21:00,-2.8,,1.3,51,,,-6.0
382,108,서울,2017-01-16 22:00,-3.3,,1.7,42,,,-6.5
383,108,서울,2017-01-16 23:00,-4.0,,0.2,46,,,-7.4
384,108,서울,2017-01-17 00:00,-4.5,,1.1,46,,,-8.5
385,108,서울,2017-01-17 01:00,-5.0,,1.3,45,,,-8.7
386,108,서울,2017-01-17 02:00,-5.2,,0.7,46,,,-9.8
387,108,서울,2017-01-17 03:00,-5.7,,1.8,48,,,-9.9
388,108,서울,2017-01-17 04:00,-6.0,,1.7,51,,,-10.2
389,108,서울,2017-01-17 05:00,-6.3,,0.9,54,,,-10.9
390,108,서울,2017-01-17 06:00,-6.5,,1.6,56,,,-10.3
391,108,서울,2017-01-17 07:00,-6.7,,1.8,59,,,-10.7
392,108,서울,2017-01-17 08:00,-7.0,,1.3,58,0.0,,-10.7
393,108,서울,2017-01-17 09:00,-5.8,,2.0,51,0.7,,-5.2
394,108,서울,2017-01-17 10:00,-3.9,,1.0,41,0.9,,2.0
395,108,서울,2017-01-17 11:00,-1.9,,2.1,38,1.0,,6.1
396,108,서울,2017-01-17 12:00,0.0,,1.4,32,1.0,,11.5
397,108,서울,2017-01-17 13:00,2.2,,2.3,28,1.0,,11.4
398,108,서울,2017-01-17 14:00,2.8,,0.9,27,1.0,,10.0
399,108,서울,2017-01-17 15:00,2.7,,1.8,29,1.0,,8.6
400,108,서울,2017-01-17 16:00,3.1,,1.7,28,1.0,,5.1
401,108,서울,2017-01-17 17:00,2.2,,1.0,32,1.0,,-1.3
402,108,서울,2017-01-17 18:00,0.8,,1.2,35,0.0,,-3.2
403,108,서울,2017-01-17 19:00,-0.1,,0.6,38,,,-3.9
404,108,서울,2017-01-17 20:00,-0.6,,2.0,42,,,-3.2
405,108,서울,2017-01-17 21:00,-0.8,,2.1,60,,,-2.8
406,108,서울,2017-01-17 22:00,-1.2,,1.3,60,,,-4.1
407,108,서울,2017-01-17 23:00,-1.0,,1.4,60,,,-1.3
408,108,서울,2017-01-18 00:00,-0.7,,1.4,62,,,-0.9
409,108,서울,2017-01-18 01:00,-0.6,,1.1,64,,,-0.9
410,108,서울,2017-01-18 02:00,-0.5,,2.4,69,,,-1.2
411,108,서울,2017-01-18 03:00,-1.1,,0.2,74,,,-4.2
412,108,서울,2017-01-18 04:00,-2.0,,0.6,76,,,-5.4
413,108,서울,2017-01-18 05:00,-2.3,,0.3,76,,,-6.2
414,108,서울,2017-01-18 06:00,-2.6,,0.8,74,,,-6.9
415,108,서울,2017-01-18 07:00,-2.8,,0.8,73,,,-7.1
416,108,서울,2017-01-18 08:00,-3.0,,1.3,74,0.0,,-6.1
417,108,서울,2017-01-18 09:00,-2.5,,1.1,68,0.0,,-2.3
418,108,서울,2017-01-18 10:00,-0.9,,1.4,64,0.6,,1.9
419,108,서울,2017-01-18 11:00,0.8,,1.8,57,0.8,,7.0
420,108,서울,2017-01-18 12:00,1.9,,0.7,58,0.2,,4.9
421,108,서울,2017-01-18 13:00,1.5,,1.3,74,0.0,,3.5
422,108,서울,2017-01-18 14:00,2.0,,0.8,70,0.0,,6.4
423,108,서울,2017-01-18 15:00,2.5,0.0,1.5,67,0.0,,4.5
424,108,서울,2017-01-18 16:00,2.5,,2.4,64,0.3,,4.2
425,108,서울,2017-01-18 17:00,2.1,,1.8,68,0.0,,0.3
426,108,서울,2017-01-18 18:00,1.0,,1.9,67,0.0,,-1.8
427,108,서울,2017-01-18 19:00,0.2,,1.7,65,,,-3.0
428,108,서울,2017-01-18 20:00,-0.7,,1.1,72,,,-4.8
429,108,서울,2017-01-18 21:00,-1.3,,0.3,68,,,-4.5
430,108,서울,2017-01-18 22:00,-1.6,,1.5,73,,,-5.1
431,108,서울,2017-01-18 23:00,-1.8,,2.9,74,,,-4.7
432,108,서울,2017-01-19 00:00,-1.9,,2.1,75,,,-4.4
433,108,서울,2017-01-19 01:00,-2.6,,1.2,75,,,-6.2
434,108,서울,2017-01-19 02:00,-3.4,,0.8,75,,,-6.8
435,108,서울,2017-01-19 03:00,-3.7,,0.4,76,,,-7.6
436,108,서울,2017-01-19 04:00,-4.1,,0.6,81,,,-8.0
437,108,서울,2017-01-19 05:00,-4.5,,0.9,73,,,-7.4
438,108,서울,2017-01-19 06:00,-4.6,,0.9,75,,,-7.9
439,108,서울,2017-01-19 07:00,-4.8,,1.4,75,,,-7.1
440,108,서울,2017-01-19 08:00,-4.8,,1.6,78,0.0,,-7.5
441,108,서울,2017-01-19 09:00,-4.2,,1.4,74,0.5,,-2.9
442,108,서울,2017-01-19 10:00,-2.3,,0.9,61,1.0,,4.3
443,108,서울,2017-01-19 11:00,-1.2,,2.7,60,1.0,,7.8
444,108,서울,2017-01-19 12:00,1.2,,1.1,44,1.0,,11.0
445,108,서울,2017-01-19 13:00,2.6,,1.8,39,1.0,,14.6
446,108,서울,2017-01-19 14:00,3.6,,1.7,41,1.0,,11.3
447,108,서울,2017-01-19 15:00,4.6,,1.2,37,1.0,,9.9
448,108,서울,2017-01-19 16:00,4.0,,2.8,33,0.9,,7.2
449,108,서울,2017-01-19 17:00,1.5,,4.3,45,0.7,,0.7
450,108,서울,2017-01-19 18:00,0.1,,3.4,44,0.0,,-2.2
451,108,서울,2017-01-19 19:00,-0.4,,1.4,48,,,-2.2
452,108,서울,2017-01-19 20:00,-1.1,,0.7,50,,,-3.1
453,108,서울,2017-01-19 21:00,-1.4,,0.9,43,,,-2.9
454,108,서울,2017-01-19 22:00,-1.6,,1.4,45,,,-4.2
455,108,서울,2017-01-19 23:00,-1.4,,1.9,46,,,-2.2
456,108,서울,2017-01-20 00:00,-1.4,,0.6,50,,,-2.4
457,108,서울,2017-01-20 01:00,-1.7,,1.1,52,,,-1.8
458,108,서울,2017-01-20 02:00,-1.5,,1.3,50,,,-1.3
459,108,서울,2017-01-20 03:00,-2.1,0.1,1.4,79,,0.2,-1.8
460,108,서울,2017-01-20 04:00,-2.8,,0.9,91,,2.5,-1.2
461,108,서울,2017-01-20 05:00,-3.2,,0.9,91,,4.6,-0.9
462,108,서울,2017-01-20 06:00,-3.8,3.3,2.7,93,,6.0,-0.8
463,108,서울,2017-01-20 07:00,-4.0,,3.3,93,,6.3,-0.8
464,108,서울,2017-01-20 08:00,-4.1,,4.2,92,0.0,6.5,-0.8
465,108,서울,2017-01-20 09:00,-4.2,0.6,4.7,87,0.0,6.6,-0.8
466,108,서울,2017-01-20 10:00,-4.4,,4.5,75,0.0,6.6,-0.7
467,108,서울,2017-01-20 11:00,-4.1,,5.1,68,0.4,6.5,0.0
468,108,서울,2017-01-20 12:00,-4.5,,5.7,68,0.6,6.4,0.0
469,108,서울,2017-01-20 13:00,-4.2,,5.0,61,0.6,5.8,0.3
470,108,서울,2017-01-20 14:00,-3.3,,3.3,54,1.0,5.5,0.0
471,108,서울,2017-01-20 15:00,-2.6,,3.7,52,1.0,5.0,-0.7
472,108,서울,2017-01-20 16:00,-1.9,,2.9,50,1.0,4.6,-1.4
473,108,서울,2017-01-20 17:00,-3.2,,3.5,53,1.0,4.3,-2.7
474,108,서울,2017-01-20 18:00,-4.3,,3.1,52,0.4,4.3,-4.0
475,108,서울,2017-01-20 19:00,-5.0,,2.8,55,,4.3,-4.6
476,108,서울,2017-01-20 20:00,-5.6,,2.7,58,,4.3,-5.1
477,108,서울,2017-01-20 21:00,-6.2,,1.4,63,,4.3,-5.6
478,108,서울,2017-01-20 22:00,-7.0,,1.7,65,,4.3,-6.3
479,108,서울,2017-01-20 23:00,-7.4,,2.5,69,,4.3,-6.6
480,108,서울,2017-01-21 00:00,-7.8,,2.7,68,,4.3,-6.8
481,108,서울,2017-01-21 01:00,-8.4,,1.4,71,,4.3,-7.8
482,108,서울,2017-01-21 02:00,-8.5,,1.6,70,,4.3,-7.9
483,108,서울,2017-01-21 03:00,-9.3,,1.5,73,,4.3,-8.5
484,108,서울,2017-01-21 04:00,-9.1,,0.5,71,,4.3,-8.7
485,108,서울,2017-01-21 05:00,-9.6,,1.4,73,,4.3,-9.1
486,108,서울,2017-01-21 06:00,-9.9,,2.7,78,,4.0,-9.0
487,108,서울,2017-01-21 07:00,-9.9,,1.1,80,,4.0,-8.7
488,108,서울,2017-01-21 08:00,-9.3,,1.5,75,0.0,4.0,-7.4
489,108,서울,2017-01-21 09:00,-8.3,0.0,1.9,72,0.0,4.0,-5.8
490,108,서울,2017-01-21 10:00,-6.2,,2.1,64,0.7,4.0,-1.3
491,108,서울,2017-01-21 11:00,-4.1,,1.8,58,0.9,3.6,0.4
492,108,서울,2017-01-21 12:00,-3.1,0.0,1.5,59,0.3,3.6,1.3
493,108,서울,2017-01-21 13:00,-1.0,,1.7,54,1.0,2.6,4.1
494,108,서울,2017-01-21 14:00,-1.2,,1.7,59,0.4,2.5,2.4
495,108,서울,2017-01-21 15:00,-2.0,0.1,2.4,79,0.0,2.7,0.7
496,108,서울,2017-01-21 16:00,-2.2,,0.5,85,0.0,3.4,0.2
497,108,서울,2017-01-21 17:00,-2.5,,0.8,90,0.0,4.1,0.0
498,108,서울,2017-01-21 18:00,-2.4,1.3,1.1,91,0.0,4.8,0.0
499,108,서울,2017-01-21 19:00,-2.8,,1.8,88,,4.8,-0.4
500,108,서울,2017-01-21 20:00,-3.1,,2.2,84,,4.8,-0.6
501,108,서울,2017-01-21 21:00,-3.5,0.0,0.5,82,,4.8,-1.0
502,108,서울,2017-01-21 22:00,-4.2,,0.9,83,,4.8,-1.4
503,108,서울,2017-01-21 23:00,-4.2,,1.4,80,,4.8,-1.6
504,108,서울,2017-01-22 00:00,-3.3,0.7,4.0,91,,5.7,-0.9
505,108,서울,2017-01-22 01:00,-4.3,,3.4,72,,5.7,-1.3
506,108,서울,2017-01-22 02:00,-5.9,,4.3,60,,5.7,-1.8
507,108,서울,2017-01-22 03:00,-6.9,0.0,3.2,55,,5.7,-2.1
508,108,서울,2017-01-22 04:00,-7.8,,3.0,54,,5.7,-2.4
509,108,서울,2017-01-22 05:00,-8.5,,3.6,50,,5.7,-2.9
510,108,서울,2017-01-22 06:00,-8.9,,4.8,52,,5.7,-3.3
511,108,서울,2017-01-22 07:00,-9.3,,3.3,54,,5.5,-3.6
512,108,서울,2017-01-22 08:00,-9.6,,2.6,54,0.0,5.4,-3.8
513,108,서울,2017-01-22 09:00,-9.4,,4.0,51,0.7,5.2,-3.2
514,108,서울,2017-01-22 10:00,-8.8,,4.1,48,1.0,5.0,-2.3
515,108,서울,2017-01-22 11:00,-7.8,,3.5,45,1.0,4.6,-1.2
516,108,서울,2017-01-22 12:00,-7.6,,4.4,47,1.0,4.5,-0.7
517,108,서울,2017-01-22 13:00,-6.1,,3.8,45,1.0,4.2,-0.2
518,108,서울,2017-01-22 14:00,-5.8,,2.8,44,1.0,4.0,-0.3
519,108,서울,2017-01-22 15:00,-5.4,,4.5,43,1.0,3.9,-0.6
520,108,서울,2017-01-22 16:00,-5.3,,4.3,39,1.0,3.7,-1.2
521,108,서울,2017-01-22 17:00,-6.4,,4.7,42,1.0,3.6,-2.0
522,108,서울,2017-01-22 18:00,-7.5,,2.9,47,0.4,3.5,-3.0
523,108,서울,2017-01-22 19:00,-8.3,,4.4,46,,3.5,-3.7
524,108,서울,2017-01-22 20:00,-8.7,,2.6,52,,3.5,-4.3
525,108,서울,2017-01-22 21:00,-9.5,,2.9,54,,3.5,-4.8
526,108,서울,2017-01-22 22:00,-10.0,,3.1,60,,3.5,-5.2
527,108,서울,2017-01-22 23:00,-10.4,,1.9,63,,3.5,-5.7
528,108,서울,2017-01-23 00:00,-10.9,,2.1,61,,3.5,-6.1
529,108,서울,2017-01-23 01:00,-11.1,,2.7,63,,3.5,-6.4
530,108,서울,2017-01-23 02:00,-10.9,,2.1,62,,3.5,-6.5
531,108,서울,2017-01-23 03:00,-11.0,,2.8,58,,3.5,-6.7
532,108,서울,2017-01-23 04:00,-11.3,,1.8,59,,3.5,-6.9
533,108,서울,2017-01-23 05:00,-12.2,,0.6,59,,3.5,-7.5
534,108,서울,2017-01-23 06:00,-12.6,,1.3,58,,3.5,-7.8
535,108,서울,2017-01-23 07:00,-12.4,,1.4,56,,3.5,-7.8
536,108,서울,2017-01-23 08:00,-12.3,,1.6,55,0.0,3.5,-7.7
537,108,서울,2017-01-23 09:00,-11.8,,2.4,50,1.0,3.4,-6.4
538,108,서울,2017-01-23 10:00,-10.2,,2.6,42,1.0,3.2,-4.0
539,108,서울,2017-01-23 11:00,-8.6,,1.6,39,1.0,3.0,-2.0
540,108,서울,2017-01-23 12:00,-7.4,,2.4,41,1.0,2.8,-0.7
541,108,서울,2017-01-23 13:00,-6.5,,3.1,36,1.0,2.7,-0.2
542,108,서울,2017-01-23 14:00,-5.7,,3.4,36,1.0,2.6,-0.2
543,108,서울,2017-01-23 15:00,-4.8,,3.6,35,1.0,2.5,-0.7
544,108,서울,2017-01-23 16:00,-4.3,,3.1,35,1.0,2.4,-1.7
545,108,서울,2017-01-23 17:00,-4.7,,2.6,37,1.0,2.3,-2.6
546,108,서울,2017-01-23 18:00,-6.1,,2.0,43,0.4,2.3,-3.9
547,108,서울,2017-01-23 19:00,-6.8,,2.3,46,,2.3,-4.8
548,108,서울,2017-01-23 20:00,-7.2,,2.1,49,,2.3,-5.5
549,108,서울,2017-01-23 21:00,-7.8,,2.1,46,,2.3,-5.8
550,108,서울,2017-01-23 22:00,-8.2,,3.4,43,,2.3,-6.2
551,108,서울,2017-01-23 23:00,-8.8,,2.1,48,,2.3,-6.6
552,108,서울,2017-01-24 00:00,-9.5,,0.8,56,,2.3,-7.1
553,108,서울,2017-01-24 01:00,-10.0,,2.4,60,,2.3,-7.5
554,108,서울,2017-01-24 02:00,-10.2,,2.7,60,,2.3,-7.7
555,108,서울,2017-01-24 03:00,-10.4,,1.6,62,,2.3,-7.8
556,108,서울,2017-01-24 04:00,-11.3,,0.3,66,,2.3,-8.5
557,108,서울,2017-01-24 05:00,-11.2,,0.7,67,,2.3,-8.6
558,108,서울,2017-01-24 06:00,-11.3,,1.4,68,,2.3,-8.8
559,108,서울,2017-01-24 07:00,-11.1,,1.2,68,,2.3,-8.7
560,108,서울,2017-01-24 08:00,-11.2,,1.6,70,0.0,2.3,-8.7
561,108,서울,2017-01-24 09:00,-9.8,,2.0,61,1.0,2.1,-6.4
562,108,서울,2017-01-24 10:00,-7.7,,2.2,47,1.0,2.0,-3.2
563,108,서울,2017-01-24 11:00,-6.0,,2.8,36,1.0,2.0,-0.9
564,108,서울,2017-01-24 12:00,-5.2,,3.0,38,1.0,2.0,-0.1
565,108,서울,2017-01-24 13:00,-4.1,,2.8,31,1.0,2.0,0.3
566,108,서울,2017-01-24 14:00,-2.5,,2.3,30,1.0,2.0,0.2
567,108,서울,2017-01-24 15:00,-2.1,,3.3,30,1.0,2.0,-0.1
568,108,서울,2017-01-24 16:00,-1.7,,2.9,31,1.0,2.0,-1.0
569,108,서울,2017-01-24 17:00,-2.0,,1.6,33,1.0,1.9,-2.0
570,108,서울,2017-01-24 18:00,-3.9,,2.0,35,0.4,1.9,-3.1
571,108,서울,2017-01-24 19:00,-4.8,,2.5,51,,1.9,-4.0
572,108,서울,2017-01-24 20:00,-5.5,,2.0,52,,1.9,-4.9
573,108,서울,2017-01-24 21:00,-5.8,,1.8,53,,1.9,-5.6
574,108,서울,2017-01-24 22:00,-6.4,,0.8,54,,1.9,-6.4
575,108,서울,2017-01-24 23:00,-7.3,,0.3,52,,1.9,-7.3
576,108,서울,2017-01-25 00:00,-7.5,,1.2,50,,1.9,-7.6
577,108,서울,2017-01-25 01:00,-8.2,,0.8,53,,1.9,-8.1
578,108,서울,2017-01-25 02:00,-8.5,,2.0,56,,1.9,-8.4
579,108,서울,2017-01-25 03:00,-9.1,,0.6,62,,1.9,-8.8
580,108,서울,2017-01-25 04:00,-9.6,,1.5,65,,1.9,-9.1
581,108,서울,2017-01-25 05:00,-9.5,,1.0,64,,1.9,-9.2
582,108,서울,2017-01-25 06:00,-10.1,,0.9,69,,1.9,-9.5
583,108,서울,2017-01-25 07:00,-10.2,,0.9,71,,1.9,-9.6
584,108,서울,2017-01-25 08:00,-10.2,,1.0,68,0.0,1.9,-9.6
585,108,서울,2017-01-25 09:00,-9.3,,0.8,61,1.0,1.9,-7.0
586,108,서울,2017-01-25 10:00,-6.7,,1.0,52,1.0,1.9,-2.9
587,108,서울,2017-01-25 11:00,-2.7,,0.7,41,1.0,1.9,-0.3
588,108,서울,2017-01-25 12:00,-1.3,,1.9,29,1.0,1.9,1.1
589,108,서울,2017-01-25 13:00,-1.6,,3.8,31,1.0,1.9,1.2
590,108,서울,2017-01-25 14:00,-0.3,,3.0,32,1.0,1.8,1.3
591,108,서울,2017-01-25 15:00,0.0,,3.0,32,1.0,1.7,0.6
592,108,서울,2017-01-25 16:00,0.1,,2.9,30,1.0,1.6,0.0
593,108,서울,2017-01-25 17:00,-0.4,,1.9,34,1.0,1.5,-0.4
594,108,서울,2017-01-25 18:00,-2.1,,1.6,42,0.5,1.5,-1.2
595,108,서울,2017-01-25 19:00,-2.9,,2.0,50,,1.5,-2.1
596,108,서울,2017-01-25 20:00,-3.7,,1.5,54,,1.5,-3.3
597,108,서울,2017-01-25 21:00,-4.3,,2.2,52,,1.5,-4.1
598,108,서울,2017-01-25 22:00,-5.0,,0.5,54,,1.5,-5.3
599,108,서울,2017-01-25 23:00,-5.6,,1.0,57,,1.5,-6.2
600,108,서울,2017-01-26 00:00,-5.8,,0.3,58,,1.5,-6.7
601,108,서울,2017-01-26 01:00,-6.1,,0.7,64,,1.5,-7.1
602,108,서울,2017-01-26 02:00,-6.5,,1.9,65,,1.5,-7.5
603,108,서울,2017-01-26 03:00,-6.9,,0.6,66,,1.5,-7.9
604,108,서울,2017-01-26 04:00,-7.3,,2.1,68,,1.5,-7.9
605,108,서울,2017-01-26 05:00,-7.6,,1.8,71,,1.5,-8.0
606,108,서울,2017-01-26 06:00,-7.8,,1.5,72,,1.5,-8.1
607,108,서울,2017-01-26 07:00,-7.8,,2.5,70,,1.5,-8.0
608,108,서울,2017-01-26 08:00,-7.6,,1.7,67,0.0,1.5,-7.3
609,108,서울,2017-01-26 09:00,-6.4,,2.8,62,0.6,1.4,-5.0
610,108,서울,2017-01-26 10:00,-4.1,,2.8,54,1.0,1.4,-1.2
611,108,서울,2017-01-26 11:00,-2.1,,2.4,52,0.9,1.4,0.2
612,108,서울,2017-01-26 12:00,-0.4,,2.2,46,1.0,1.4,1.6
613,108,서울,2017-01-26 13:00,1.3,,1.5,46,0.9,1.3,2.9
614,108,서울,2017-01-26 14:00,2.8,,1.9,45,0.8,1.3,3.5
615,108,서울,2017-01-26 15:00,3.0,,1.1,51,0.5,1.2,2.4
616,108,서울,2017-01-26 16:00,2.5,,3.1,59,0.0,1.2,1.0
617,108,서울,2017-01-26 17:00,2.4,,2.1,61,0.0,1.2,0.8
618,108,서울,2017-01-26 18:00,2.3,,2.3,61,0.0,1.2,0.2
619,108,서울,2017-01-26 19:00,2.3,,1.6,67,,1.2,0.2
620,108,서울,2017-01-26 20:00,2.4,,3.4,70,,1.2,0.4
621,108,서울,2017-01-26 21:00,2.6,,3.2,72,,1.2,0.5
622,108,서울,2017-01-26 22:00,2.8,,3.8,74,,1.2,0.7
623,108,서울,2017-01-26 23:00,3.0,,5.1,78,,1.2,1.0
624,108,서울,2017-01-27 00:00,3.2,0.3,4.7,85,,0.9,1.4
625,108,서울,2017-01-27 01:00,3.0,,4.8,91,,,1.7
626,108,서울,2017-01-27 02:00,2.7,,4.4,90,,,1.3
627,108,서울,2017-01-27 03:00,1.5,3.0,5.9,82,,,0.0
628,108,서울,2017-01-27 04:00,-0.7,,5.0,71,,,0.1
629,108,서울,2017-01-27 05:00,-2.2,,3.2,65,,,-0.2
630,108,서울,2017-01-27 06:00,-3.4,,4.1,48,,,-0.9
631,108,서울,2017-01-27 07:00,-4.2,,4.1,47,,,-2.4
632,108,서울,2017-01-27 08:00,-4.8,,3.8,49,0.0,,-2.9
633,108,서울,2017-01-27 09:00,-4.8,,4.5,46,0.7,,-1.4
634,108,서울,2017-01-27 10:00,-4.0,,3.3,44,1.0,,0.1
635,108,서울,2017-01-27 11:00,-3.4,,3.2,41,1.0,,1.1
636,108,서울,2017-01-27 12:00,-2.4,,3.3,40,1.0,,4.5
637,108,서울,2017-01-27 13:00,-0.8,,3.0,37,1.0,,6.9
638,108,서울,2017-01-27 14:00,-0.3,,3.0,33,1.0,,7.5
639,108,서울,2017-01-27 15:00,0.1,,3.5,31,1.0,,6.3
640,108,서울,2017-01-27 16:00,0.1,,3.2,29,1.0,,3.0
641,108,서울,2017-01-27 17:00,-0.7,,3.5,30,1.0,,0.1
642,108,서울,2017-01-27 18:00,-2.1,,3.3,37,0.5,,-0.4
643,108,서울,2017-01-27 19:00,-2.8,,2.9,40,,,-0.9
644,108,서울,2017-01-27 20:00,-3.5,,2.0,36,,,-2.0
645,108,서울,2017-01-27 21:00,-4.2,,1.2,43,,,-2.4
646,108,서울,2017-01-27 22:00,-4.6,,1.9,45,,,-2.9
647,108,서울,2017-01-27 23:00,-5.2,,1.8,48,,,-3.7
648,108,서울,2017-01-28 00:00,-5.6,,2.3,51,,,-4.3
649,108,서울,2017-01-28 01:00,-6.1,,2.6,52,,,-4.9
650,108,서울,2017-01-28 02:00,-6.5,,1.0,55,,,-5.6
651,108,서울,2017-01-28 03:00,-7.1,,2.2,57,,,-6.1
652,108,서울,2017-01-28 04:00,-7.3,,2.0,52,,,-6.6
653,108,서울,2017-01-28 05:00,-7.9,,2.5,50,,,-7.2
654,108,서울,2017-01-28 06:00,-8.0,,2.1,48,,,-7.6
655,108,서울,2017-01-28 07:00,-8.2,,1.0,55,,,-8.0
656,108,서울,2017-01-28 08:00,-8.1,,2.6,57,0.2,,-7.8
657,108,서울,2017-01-28 09:00,-6.8,,2.1,51,0.6,,-5.1
658,108,서울,2017-01-28 10:00,-4.0,,2.1,41,1.0,,-0.1
659,108,서울,2017-01-28 11:00,-1.5,,1.6,35,1.0,,1.1
660,108,서울,2017-01-28 12:00,0.2,,1.0,28,1.0,,4.1
661,108,서울,2017-01-28 13:00,2.6,,1.4,22,1.0,,7.3
662,108,서울,2017-01-28 14:00,4.0,,2.0,21,1.0,,7.8
663,108,서울,2017-01-28 15:00,4.0,,2.3,20,1.0,,5.7
664,108,서울,2017-01-28 16:00,3.9,,2.6,20,0.5,,3.0
665,108,서울,2017-01-28 17:00,3.5,,1.1,22,0.5,,0.4
666,108,서울,2017-01-28 18:00,2.4,,0.6,29,0.0,,0.1
667,108,서울,2017-01-28 19:00,1.7,,1.2,34,,,0.0
668,108,서울,2017-01-28 20:00,1.4,,1.7,32,,,0.1
669,108,서울,2017-01-28 21:00,1.3,,2.2,34,,,0.0
670,108,서울,2017-01-28 22:00,1.1,,2.0,33,,,0.0
671,108,서울,2017-01-28 23:00,1.1,,1.8,35,,,0.0
672,108,서울,2017-01-29 00:00,1.1,,1.8,37,,,0.0
673,108,서울,2017-01-29 01:00,1.0,,2.2,35,,,0.0
674,108,서울,2017-01-29 02:00,1.1,,1.3,40,,,0.0
675,108,서울,2017-01-29 03:00,1.1,,1.8,38,,,0.0
676,108,서울,2017-01-29 04:00,1.3,,2.6,35,,,0.0
677,108,서울,2017-01-29 05:00,1.3,,2.1,35,,,0.0
678,108,서울,2017-01-29 06:00,1.4,0.0,1.5,37,,,0.0
679,108,서울,2017-01-29 07:00,1.6,,2.4,37,,,0.0
680,108,서울,2017-01-29 08:00,1.5,,1.5,36,0.0,,0.0
681,108,서울,2017-01-29 09:00,1.8,,0.9,40,0.0,,0.0
682,108,서울,2017-01-29 10:00,2.2,,1.2,43,0.0,,0.1
683,108,서울,2017-01-29 11:00,2.5,,1.1,62,0.0,,0.3
684,108,서울,2017-01-29 12:00,1.7,0.2,1.1,81,0.0,,0.3
685,108,서울,2017-01-29 13:00,1.6,,2.6,89,0.0,,0.5
686,108,서울,2017-01-29 14:00,1.0,,2.0,91,0.0,,0.1
687,108,서울,2017-01-29 15:00,0.9,0.8,2.1,92,0.0,,0.1
688,108,서울,2017-01-29 16:00,0.6,,0.7,93,0.0,,0.1
689,108,서울,2017-01-29 17:00,0.7,,1.1,94,0.0,0.4,0.1
690,108,서울,2017-01-29 18:00,0.5,1.8,0.9,94,0.0,0.6,0.1
691,108,서울,2017-01-29 19:00,0.2,,2.2,95,,1.1,0.1
692,108,서울,2017-01-29 20:00,0.0,,2.1,95,,1.6,0.1
693,108,서울,2017-01-29 21:00,-0.2,1.3,2.0,95,,1.7,0.1
694,108,서울,2017-01-29 22:00,-0.4,,3.2,95,,2.0,0.2
695,108,서울,2017-01-29 23:00,-0.6,,2.6,94,,2.1,0.1
696,108,서울,2017-01-30 00:00,-0.9,0.4,3.7,92,,2.1,0.1
697,108,서울,2017-01-30 01:00,-1.1,,3.6,90,,2.1,0.1
698,108,서울,2017-01-30 02:00,-1.3,,2.8,88,,2.2,0.1
699,108,서울,2017-01-30 03:00,-1.8,0.1,5.1,86,,2.2,0.1
700,108,서울,2017-01-30 04:00,-2.7,,3.9,86,,2.2,0.1
701,108,서울,2017-01-30 05:00,-4.0,,3.9,85,,2.2,0.0
702,108,서울,2017-01-30 06:00,-4.4,,3.5,82,,2.2,0.0
703,108,서울,2017-01-30 07:00,-5.3,,4.1,81,,2.2,-0.2
704,108,서울,2017-01-30 08:00,-5.9,,2.3,79,0.0,2.2,-0.2
705,108,서울,2017-01-30 09:00,-6.5,,4.1,70,0.2,2.2,-0.2
706,108,서울,2017-01-30 10:00,-6.3,,5.1,62,1.0,2.1,0.0
707,108,서울,2017-01-30 11:00,-5.6,,4.7,58,1.0,2.0,0.1
708,108,서울,2017-01-30 12:00,-4.7,,3.7,52,1.0,1.9,0.4
709,108,서울,2017-01-30 13:00,-4.5,,3.7,50,1.0,1.9,0.9
710,108,서울,2017-01-30 14:00,-2.8,,2.8,49,1.0,1.8,1.8
711,108,서울,2017-01-30 15:00,-2.0,,2.8,47,1.0,1.7,1.7
712,108,서울,2017-01-30 16:00,-2.5,,3.1,48,1.0,1.5,0.7
713,108,서울,2017-01-30 17:00,-3.3,,3.2,47,1.0,1.5,0.1
714,108,서울,2017-01-30 18:00,-4.9,,2.9,49,0.5,1.5,-0.3
715,108,서울,2017-01-30 19:00,-5.6,,3.1,48,,1.5,-0.6
716,108,서울,2017-01-30 20:00,-6.0,,2.7,48,,1.5,-0.9
717,108,서울,2017-01-30 21:00,-6.3,,2.6,50,,1.5,-1.4
718,108,서울,2017-01-30 22:00,-7.1,,1.7,53,,1.5,-1.8
719,108,서울,2017-01-30 23:00,-7.3,,3.3,50,,1.5,-2.2
720,108,서울,2017-01-31 00:00,-7.9,,0.9,55,,1.5,-2.4
721,108,서울,2017-01-31 01:00,-8.2,,1.9,55,,1.5,-2.8
722,108,서울,2017-01-31 02:00,-8.9,,1.6,55,,1.5,-3.2
